"Date","Price","Open","High","Low","Change %"
"Jul 29, 2014","1.6945","1.6982","1.6995","1.6931","-0.23"
"Jul 28, 2014","1.6984","1.6971","1.7000","1.6970","0.06"
"Jul 25, 2014","1.6974","1.6985","1.6998","1.6959","-0.07"
"Jul 24, 2014","1.6986","1.7043","1.7053","1.6964","-0.34"
"Jul 23, 2014","1.7044","1.7064","1.7095","1.7020","-0.12"
"Jul 22, 2014","1.7065","1.7076","1.7083","1.7040","-0.06"
"Jul 21, 2014","1.7075","1.7091","1.7099","1.7053","-0.08"
"Jul 18, 2014","1.7088","1.7099","1.7117","1.7034","-0.08"
"Jul 17, 2014","1.7101","1.7136","1.7143","1.7084","-0.22"
"Jul 16, 2014","1.7138","1.7141","1.7151","1.7112","-0.03"
"Jul 15, 2014","1.7143","1.7083","1.7191","1.7057","0.34"
"Jul 14, 2014","1.7085","1.7116","1.7143","1.7068","-0.23"
"Jul 11, 2014","1.7125","1.7131","1.7151","1.7097","-0.04"
"Jul 10, 2014","1.7132","1.7156","1.7168","1.7102","-0.15"
"Jul 09, 2014","1.7158","1.7130","1.7161","1.7092","0.16"
"Jul 08, 2014","1.7131","1.7125","1.7147","1.7082","0.02"
"Jul 07, 2014","1.7127","1.7160","1.7169","1.7106","-0.19"
"Jul 04, 2014","1.7160","1.7153","1.7179","1.7128","0.03"
"Jul 03, 2014","1.7154","1.7165","1.7169","1.7104","-0.07"
"Jul 02, 2014","1.7166","1.7148","1.7176","1.7138","0.09"
"Jul 01, 2014","1.7150","1.7106","1.7166","1.7093","0.26"
"Jun 30, 2014","1.7106","1.7018","1.7115","1.7006","0.42"
"Jun 27, 2014","1.7035","1.7024","1.7051","1.7005","0.05"
"Jun 26, 2014","1.7027","1.6983","1.7039","1.6968","0.25"
"Jun 25, 2014","1.6984","1.6984","1.7004","1.6949","-0.01"
"Jun 24, 2014","1.6986","1.7027","1.7031","1.6963","-0.24"
"Jun 23, 2014","1.7027","1.7012","1.7049","1.6999","0.09"
"Jun 20, 2014","1.7012","1.7036","1.7060","1.7000","-0.17"
"Jun 19, 2014","1.7041","1.6991","1.7062","1.6981","0.28"
"Jun 18, 2014","1.6993","1.6964","1.7001","1.6924","0.16"
"Jun 17, 2014","1.6966","1.6983","1.6989","1.6936","-0.11"
"Jun 16, 2014","1.6984","1.6969","1.7010","1.6958","0.11"
"Jun 13, 2014","1.6965","1.6927","1.6992","1.6920","0.22"
"Jun 12, 2014","1.6928","1.6787","1.6930","1.6783","0.83"
"Jun 11, 2014","1.6788","1.6756","1.6810","1.6737","0.19"
"Jun 10, 2014","1.6756","1.6800","1.6817","1.6741","-0.28"
"Jun 09, 2014","1.6803","1.6794","1.6832","1.6781","0.00"
"Jun 06, 2014","1.6803","1.6819","1.6844","1.6779","-0.11"
"Jun 05, 2014","1.6821","1.6736","1.6824","1.6720","0.50"
"Jun 04, 2014","1.6737","1.6748","1.6768","1.6696","-0.07"
"Jun 03, 2014","1.6749","1.6745","1.6781","1.6728","0.02"
"Jun 02, 2014","1.6746","1.6759","1.6770","1.6723","-0.04"
"May 30, 2014","1.6752","1.6715","1.6777","1.6711","0.21"
"May 29, 2014","1.6717","1.6710","1.6740","1.6691","0.04"
"May 28, 2014","1.6711","1.6809","1.6815","1.6696","-0.59"
"May 27, 2014","1.6810","1.6840","1.6881","1.6780","-0.20"
"May 26, 2014","1.6843","1.6833","1.6852","1.6824","0.07"
"May 23, 2014","1.6832","1.6869","1.6875","1.6810","-0.23"
"May 22, 2014","1.6870","1.6898","1.6916","1.6849","-0.19"
"May 21, 2014","1.6902","1.6837","1.6920","1.6829","0.38"
"May 20, 2014","1.6838","1.6812","1.6863","1.6800","0.15"
"May 19, 2014","1.6813","1.6809","1.6844","1.6803","-0.02"
"May 16, 2014","1.6816","1.6789","1.6838","1.6781","0.16"
"May 15, 2014","1.6789","1.6765","1.6805","1.6729","0.14"
"May 14, 2014","1.6766","1.6824","1.6874","1.6751","-0.36"
"May 13, 2014","1.6826","1.6866","1.6882","1.6816","-0.25"
"May 12, 2014","1.6868","1.6837","1.6903","1.6833","0.10"
"May 09, 2014","1.6851","1.6933","1.6937","1.6830","-0.48"
"May 08, 2014","1.6933","1.6953","1.6975","1.6921","-0.12"
"May 07, 2014","1.6954","1.6973","1.6986","1.6949","-0.14"
"May 06, 2014","1.6978","1.6865","1.6996","1.6862","0.67"
"May 05, 2014","1.6865","1.6867","1.6887","1.6852","-0.01"
"May 02, 2014","1.6866","1.6890","1.6896","1.6820","-0.16"
"May 01, 2014","1.6893","1.6872","1.6918","1.6867","0.12"
"Apr 30, 2014","1.6873","1.6827","1.6900","1.6804","0.27"
"Apr 29, 2014","1.6827","1.6806","1.6847","1.6791","0.12"
"Apr 28, 2014","1.6807","1.6790","1.6856","1.6775","0.01"
"Apr 25, 2014","1.6805","1.6803","1.6828","1.6788","0.00"
"Apr 24, 2014","1.6805","1.6782","1.6806","1.6763","0.13"
"Apr 23, 2014","1.6783","1.6821","1.6835","1.6760","-0.24"
"Apr 22, 2014","1.6824","1.6789","1.6839","1.6783","0.19"
"Apr 21, 2014","1.6792","1.6785","1.6818","1.6780","-0.09"
"Apr 18, 2014","1.6807","1.6791","1.6807","1.6770","0.08"
"Apr 17, 2014","1.6793","1.6794","1.6841","1.6784","-0.03"
"Apr 16, 2014","1.6798","1.6729","1.6818","1.6717","0.41"
"Apr 15, 2014","1.6730","1.6728","1.6748","1.6680","0.01"
"Apr 14, 2014","1.6729","1.6708","1.6744","1.6694","-0.02"
"Apr 11, 2014","1.6733","1.6784","1.6790","1.6716","-0.31"
"Apr 10, 2014","1.6785","1.6793","1.6820","1.6753","-0.05"
"Apr 09, 2014","1.6793","1.6745","1.6800","1.6722","0.27"
"Apr 08, 2014","1.6748","1.6606","1.6754","1.6601","0.83"
"Apr 07, 2014","1.6610","1.6572","1.6623","1.6562","0.18"
"Apr 04, 2014","1.6580","1.6596","1.6605","1.6552","-0.11"
"Apr 03, 2014","1.6599","1.6625","1.6660","1.6568","-0.16"
"Apr 02, 2014","1.6626","1.6625","1.6663","1.6617","-0.02"
"Apr 01, 2014","1.6629","1.6659","1.6678","1.6616","-0.20"
"Mar 31, 2014","1.6663","1.6648","1.6684","1.6610","0.15"
"Mar 28, 2014","1.6638","1.6610","1.6651","1.6597","0.16"
"Mar 27, 2014","1.6611","1.6582","1.6647","1.6553","0.15"
"Mar 26, 2014","1.6586","1.6527","1.6597","1.6507","0.34"
"Mar 25, 2014","1.6529","1.6496","1.6549","1.6479","0.19"
"Mar 24, 2014","1.6498","1.6488","1.6536","1.6459","0.07"
"Mar 21, 2014","1.6486","1.6504","1.6520","1.6472","-0.12"
"Mar 20, 2014","1.6505","1.6541","1.6568","1.6478","-0.22"
"Mar 19, 2014","1.6542","1.6591","1.6653","1.6506","-0.31"
"Mar 18, 2014","1.6593","1.6634","1.6647","1.6543","-0.26"
"Mar 17, 2014","1.6637","1.6641","1.6665","1.6601","-0.05"
"Mar 14, 2014","1.6646","1.6623","1.6648","1.6584","0.13"
"Mar 13, 2014","1.6625","1.6617","1.6716","1.6604","0.03"
"Mar 12, 2014","1.6620","1.6614","1.6636","1.6566","0.02"
"Mar 11, 2014","1.6617","1.6644","1.6653","1.6594","-0.17"
"Mar 10, 2014","1.6646","1.6716","1.6746","1.6620","-0.39"
"Mar 07, 2014","1.6712","1.6739","1.6785","1.6705","-0.17"
"Mar 06, 2014","1.6740","1.6721","1.6775","1.6683","0.10"
"Mar 05, 2014","1.6723","1.6663","1.6741","1.6654","0.35"
"Mar 04, 2014","1.6664","1.6665","1.6716","1.6638","-0.02"
"Mar 03, 2014","1.6667","1.6745","1.6750","1.6652","-0.47"
"Feb 28, 2014","1.6745","1.6684","1.6768","1.6674","0.34"
"Feb 27, 2014","1.6688","1.6672","1.6697","1.6615","0.10"
"Feb 26, 2014","1.6672","1.6677","1.6701","1.6619","-0.05"
"Feb 25, 2014","1.6681","1.6654","1.6726","1.6640","0.14"
"Feb 24, 2014","1.6657","1.6619","1.6678","1.6581","0.24"
"Feb 21, 2014","1.6617","1.6649","1.6724","1.6610","-0.20"
"Feb 20, 2014","1.6650","1.6679","1.6697","1.6624","-0.19"
"Feb 19, 2014","1.6681","1.6682","1.6733","1.6635","-0.02"
"Feb 18, 2014","1.6684","1.6713","1.6740","1.6653","-0.19"
"Feb 17, 2014","1.6715","1.6743","1.6822","1.6693","-0.19"
"Feb 14, 2014","1.6746","1.6657","1.6755","1.6641","0.52"
"Feb 13, 2014","1.6660","1.6593","1.6672","1.6590","0.39"
"Feb 12, 2014","1.6596","1.6450","1.6599","1.6424","0.89"
"Feb 11, 2014","1.6450","1.6399","1.6487","1.6390","0.30"
"Feb 10, 2014","1.6401","1.6409","1.6427","1.6380","-0.07"
"Feb 07, 2014","1.6412","1.6322","1.6418","1.6298","0.55"
"Feb 06, 2014","1.6322","1.6308","1.6348","1.6270","0.08"
"Feb 05, 2014","1.6309","1.6324","1.6341","1.6250","-0.10"
"Feb 04, 2014","1.6325","1.6305","1.6344","1.6255","0.12"
"Feb 03, 2014","1.6305","1.6444","1.6445","1.6287","-0.80"
"Jan 31, 2014","1.6436","1.6484","1.6497","1.6425","-0.30"
"Jan 30, 2014","1.6485","1.6560","1.6566","1.6443","-0.46"
"Jan 29, 2014","1.6562","1.6575","1.6606","1.6524","-0.10"
"Jan 28, 2014","1.6579","1.6584","1.6624","1.6534","-0.03"
"Jan 27, 2014","1.6584","1.6481","1.6588","1.6472","0.61"
"Jan 24, 2014","1.6483","1.6636","1.6667","1.6477","-0.93"
"Jan 23, 2014","1.6637","1.6574","1.6643","1.6554","0.37"
"Jan 22, 2014","1.6575","1.6473","1.6585","1.6448","0.60"
"Jan 21, 2014","1.6476","1.6429","1.6485","1.6398","0.27"
"Jan 20, 2014","1.6432","1.6419","1.6452","1.6394","0.05"
"Jan 17, 2014","1.6424","1.6353","1.6457","1.6308","0.43"
"Jan 16, 2014","1.6354","1.6370","1.6381","1.6316","-0.10"
"Jan 15, 2014","1.6371","1.6436","1.6443","1.6321","-0.43"
"Jan 14, 2014","1.6441","1.6382","1.6463","1.6365","0.36"
"Jan 13, 2014","1.6382","1.6479","1.6508","1.6346","-0.61"
"Jan 10, 2014","1.6482","1.6479","1.6517","1.6399","0.01"
"Jan 09, 2014","1.6481","1.6446","1.6495","1.6439","0.20"
"Jan 08, 2014","1.6448","1.6402","1.6471","1.6375","0.27"
"Jan 07, 2014","1.6403","1.6404","1.6438","1.6372","-0.01"
"Jan 06, 2014","1.6405","1.6408","1.6433","1.6336","-0.07"
"Jan 03, 2014","1.6417","1.6451","1.6474","1.6393","-0.22"
"Jan 02, 2014","1.6454","1.6563","1.6603","1.6412","-0.68"
"Jan 01, 2014","1.6566","1.6555","1.6576","1.6525","0.05"
"Dec 31, 2013","1.6558","1.6500","1.6579","1.6472","0.34"
"Dec 30, 2013","1.6502","1.6466","1.6532","1.6458","0.13"
"Dec 27, 2013","1.6481","1.6410","1.6577","1.6403","0.42"
"Dec 26, 2013","1.6412","1.6347","1.6437","1.6345","0.38"
"Dec 25, 2013","1.6350","1.6373","1.6373","1.6329","-0.16"
"Dec 24, 2013","1.6376","1.6353","1.6381","1.6320","0.12"
"Dec 23, 2013","1.6356","1.6329","1.6374","1.6322","0.12"
"Dec 20, 2013","1.6336","1.6369","1.6395","1.6314","-0.21"
"Dec 19, 2013","1.6370","1.6391","1.6394","1.6333","-0.13"
"Dec 18, 2013","1.6392","1.6261","1.6483","1.6259","0.79"
"Dec 17, 2013","1.6264","1.6297","1.6336","1.6219","-0.21"
"Dec 16, 2013","1.6298","1.6298","1.6348","1.6284","-0.01"
"Dec 13, 2013","1.6299","1.6349","1.6359","1.6260","-0.31"
"Dec 12, 2013","1.6350","1.6374","1.6418","1.6319","-0.15"
"Dec 11, 2013","1.6375","1.6445","1.6458","1.6337","-0.43"
"Dec 10, 2013","1.6446","1.6429","1.6465","1.6417","0.10"
"Dec 09, 2013","1.6430","1.6347","1.6432","1.6321","0.50"
"Dec 06, 2013","1.6349","1.6334","1.6392","1.6296","0.09"
"Dec 05, 2013","1.6335","1.6382","1.6403","1.6298","-0.30"
"Dec 04, 2013","1.6384","1.6391","1.6403","1.6326","-0.05"
"Dec 03, 2013","1.6392","1.6355","1.6436","1.6345","0.21"
"Dec 02, 2013","1.6357","1.6361","1.6442","1.6341","-0.06"
"Nov 29, 2013","1.6367","1.6344","1.6384","1.6313","0.15"
"Nov 28, 2013","1.6342","1.6286","1.6357","1.6275","0.33"
"Nov 27, 2013","1.6288","1.6213","1.6330","1.6195","0.44"
"Nov 26, 2013","1.6216","1.6153","1.6219","1.6137","0.37"
"Nov 25, 2013","1.6156","1.6226","1.6240","1.6131","-0.43"
"Nov 22, 2013","1.6226","1.6196","1.6226","1.6175","0.16"
"Nov 21, 2013","1.6200","1.6104","1.6200","1.6070","0.59"
"Nov 20, 2013","1.6105","1.6118","1.6178","1.6086","-0.10"
"Nov 19, 2013","1.6121","1.6108","1.6132","1.6057","0.07"
"Nov 18, 2013","1.6110","1.6120","1.6148","1.6080","-0.07"
"Nov 15, 2013","1.6121","1.6063","1.6133","1.6046","0.35"
"Nov 14, 2013","1.6065","1.6055","1.6101","1.5986","0.04"
"Nov 13, 2013","1.6058","1.5903","1.6066","1.5876","0.96"
"Nov 12, 2013","1.5905","1.5988","1.5992","1.5852","-0.53"
"Nov 11, 2013","1.5990","1.6005","1.6022","1.5963","-0.17"
"Nov 08, 2013","1.6018","1.6096","1.6104","1.5955","-0.49"
"Nov 07, 2013","1.6097","1.6078","1.6113","1.6007","0.10"
"Nov 06, 2013","1.6081","1.6043","1.6117","1.6039","0.22"
"Nov 05, 2013","1.6045","1.5967","1.6062","1.5946","0.48"
"Nov 04, 2013","1.5968","1.5923","1.5978","1.5902","0.26"
"Nov 01, 2013","1.5926","1.6036","1.6046","1.5907","-0.72"
"Oct 31, 2013","1.6042","1.6039","1.6068","1.6004","0.02"
"Oct 30, 2013","1.6039","1.6045","1.6078","1.5997","-0.05"
"Oct 29, 2013","1.6047","1.6141","1.6144","1.6022","-0.59"
"Oct 28, 2013","1.6142","1.6163","1.6207","1.6122","-0.15"
"Oct 25, 2013","1.6166","1.6201","1.6246","1.6149","-0.22"
"Oct 24, 2013","1.6201","1.6162","1.6222","1.6136","0.23"
"Oct 23, 2013","1.6164","1.6234","1.6256","1.6119","-0.44"
"Oct 22, 2013","1.6236","1.6146","1.6247","1.6114","0.55"
"Oct 21, 2013","1.6147","1.6165","1.6180","1.6131","-0.12"
"Oct 18, 2013","1.6167","1.6164","1.6224","1.6140","0.02"
"Oct 17, 2013","1.6164","1.5947","1.6172","1.5939","1.34"
"Oct 16, 2013","1.5951","1.5998","1.6046","1.5892","-0.29"
"Oct 15, 2013","1.5998","1.5982","1.6008","1.5913","0.09"
"Oct 14, 2013","1.5984","1.5950","1.6018","1.5948","0.18"
"Oct 11, 2013","1.5956","1.5964","1.6001","1.5922","-0.06"
"Oct 10, 2013","1.5965","1.5954","1.5978","1.5912","0.06"
"Oct 09, 2013","1.5956","1.6082","1.6121","1.5914","-0.80"
"Oct 08, 2013","1.6084","1.6094","1.6124","1.6018","-0.08"
"Oct 07, 2013","1.6097","1.6017","1.6100","1.6014","0.54"
"Oct 04, 2013","1.6010","1.6155","1.6178","1.6004","-0.90"
"Oct 03, 2013","1.6156","1.6221","1.6240","1.6152","-0.41"
"Oct 02, 2013","1.6223","1.6192","1.6250","1.6161","0.17"
"Oct 01, 2013","1.6195","1.6184","1.6260","1.6180","0.06"
"Sep 30, 2013","1.6186","1.6116","1.6201","1.6104","0.29"
"Sep 27, 2013","1.6139","1.6040","1.6146","1.6028","0.61"
"Sep 26, 2013","1.6041","1.6079","1.6095","1.5997","-0.24"
"Sep 25, 2013","1.6080","1.6003","1.6087","1.5977","0.48"
"Sep 24, 2013","1.6003","1.6041","1.6044","1.5952","-0.24"
"Sep 23, 2013","1.6042","1.6024","1.6072","1.5991","0.22"
"Sep 20, 2013","1.6006","1.6031","1.6066","1.5984","-0.16"
"Sep 19, 2013","1.6031","1.6145","1.6152","1.6020","-0.71"
"Sep 18, 2013","1.6146","1.5901","1.6162","1.5890","1.52"
"Sep 17, 2013","1.5904","1.5894","1.5935","1.5884","0.05"
"Sep 16, 2013","1.5896","1.5871","1.5962","1.5871","0.13"
"Sep 13, 2013","1.5875","1.5804","1.5884","1.5774","0.44"
"Sep 12, 2013","1.5806","1.5818","1.5838","1.5777","-0.08"
"Sep 11, 2013","1.5818","1.5733","1.5828","1.5716","0.53"
"Sep 10, 2013","1.5735","1.5695","1.5744","1.5683","0.26"
"Sep 09, 2013","1.5694","1.5634","1.5731","1.5604","0.40"
"Sep 06, 2013","1.5631","1.5589","1.5680","1.5562","0.26"
"Sep 05, 2013","1.5591","1.5624","1.5667","1.5572","-0.23"
"Sep 04, 2013","1.5627","1.5559","1.5646","1.5553","0.43"
"Sep 03, 2013","1.5560","1.5544","1.5600","1.5520","0.09"
"Sep 02, 2013","1.5546","1.5510","1.5592","1.5504","0.23"
"Aug 30, 2013","1.5510","1.5503","1.5527","1.5460","0.04"
"Aug 29, 2013","1.5504","1.5524","1.5548","1.5481","-0.14"
"Aug 28, 2013","1.5526","1.5545","1.5551","1.5426","-0.14"
"Aug 27, 2013","1.5547","1.5574","1.5591","1.5480","-0.19"
"Aug 26, 2013","1.5576","1.5573","1.5611","1.5555","0.05"
"Aug 23, 2013","1.5568","1.5587","1.5636","1.5537","-0.13"
"Aug 22, 2013","1.5588","1.5656","1.5664","1.5561","-0.45"
"Aug 21, 2013","1.5659","1.5665","1.5716","1.5635","-0.05"
"Aug 20, 2013","1.5667","1.5646","1.5695","1.5626","0.12"
"Aug 19, 2013","1.5649","1.5617","1.5673","1.5607","0.12"
"Aug 16, 2013","1.5630","1.5643","1.5656","1.5606","-0.07"
"Aug 15, 2013","1.5641","1.5499","1.5651","1.5494","0.91"
"Aug 14, 2013","1.5500","1.5447","1.5546","1.5421","0.33"
"Aug 13, 2013","1.5449","1.5462","1.5507","1.5425","-0.09"
"Aug 12, 2013","1.5463","1.5501","1.5521","1.5456","-0.24"
"Aug 09, 2013","1.5500","1.5536","1.5558","1.5496","-0.24"
"Aug 08, 2013","1.5538","1.5487","1.5573","1.5483","0.32"
"Aug 07, 2013","1.5489","1.5347","1.5530","1.5205","0.92"
"Aug 06, 2013","1.5348","1.5357","1.5392","1.5330","-0.07"
"Aug 05, 2013","1.5358","1.5286","1.5378","1.5263","0.45"
"Aug 02, 2013","1.5289","1.5119","1.5308","1.5101","1.12"
"Aug 01, 2013","1.5120","1.5208","1.5242","1.5108","-0.58"
"Jul 31, 2013","1.5208","1.5236","1.5253","1.5125","-0.19"
"Jul 30, 2013","1.5237","1.5338","1.5353","1.5222","-0.66"
"Jul 29, 2013","1.5338","1.5377","1.5413","1.5327","-0.28"
"Jul 26, 2013","1.5381","1.5390","1.5417","1.5354","-0.07"
"Jul 25, 2013","1.5392","1.5315","1.5433","1.5265","0.50"
"Jul 24, 2013","1.5315","1.5369","1.5389","1.5287","-0.35"
"Jul 23, 2013","1.5369","1.5357","1.5391","1.5325","0.06"
"Jul 22, 2013","1.5360","1.5264","1.5384","1.5256","0.60"
"Jul 19, 2013","1.5268","1.5224","1.5280","1.5195","0.25"
"Jul 18, 2013","1.5230","1.5212","1.5242","1.5156","0.11"
"Jul 17, 2013","1.5213","1.5159","1.5267","1.5078","0.34"
"Jul 16, 2013","1.5161","1.5100","1.5168","1.5042","0.41"
"Jul 15, 2013","1.5099","1.5105","1.5126","1.5026","-0.06"
"Jul 12, 2013","1.5108","1.5181","1.5187","1.5074","-0.51"
"Jul 11, 2013","1.5185","1.5012","1.5222","1.4997","1.16"
"Jul 10, 2013","1.5011","1.4864","1.5012","1.4843","0.97"
"Jul 09, 2013","1.4867","1.4948","1.4980","1.4812","-0.56"
"Jul 08, 2013","1.4951","1.4900","1.4966","1.4857","0.42"
"Jul 05, 2013","1.4889","1.5071","1.5080","1.4856","-1.21"
"Jul 04, 2013","1.5072","1.5280","1.5285","1.5054","-1.35"
"Jul 03, 2013","1.5279","1.5153","1.5302","1.5128","0.82"
"Jul 02, 2013","1.5154","1.5216","1.5238","1.5135","-0.41"
"Jul 01, 2013","1.5217","1.5199","1.5248","1.5181","0.03"
"Jun 28, 2013","1.5212","1.5257","1.5279","1.5163","-0.30"
"Jun 27, 2013","1.5258","1.5311","1.5346","1.5200","-0.37"
"Jun 26, 2013","1.5315","1.5421","1.5440","1.5295","-0.71"
"Jun 25, 2013","1.5424","1.5432","1.5476","1.5395","-0.06"
"Jun 24, 2013","1.5433","1.5399","1.5465","1.5342","0.10"
"Jun 21, 2013","1.5418","1.5507","1.5529","1.5366","-0.59"
"Jun 20, 2013","1.5509","1.5482","1.5517","1.5413","0.15"
"Jun 19, 2013","1.5486","1.5639","1.5676","1.5449","-1.00"
"Jun 18, 2013","1.5643","1.5720","1.5723","1.5563","-0.50"
"Jun 17, 2013","1.5721","1.5710","1.5751","1.5680","0.10"
"Jun 14, 2013","1.5705","1.5717","1.5725","1.5613","-0.09"
"Jun 13, 2013","1.5719","1.5680","1.5734","1.5642","0.26"
"Jun 12, 2013","1.5679","1.5644","1.5699","1.5632","0.19"
"Jun 11, 2013","1.5649","1.5571","1.5653","1.5519","0.49"
"Jun 10, 2013","1.5572","1.5523","1.5586","1.5493","0.09"
"Jun 07, 2013","1.5558","1.5599","1.5617","1.5486","-0.28"
"Jun 06, 2013","1.5602","1.5403","1.5683","1.5380","1.27"
"Jun 05, 2013","1.5406","1.5312","1.5408","1.5290","0.61"
"Jun 04, 2013","1.5313","1.5320","1.5342","1.5271","-0.05"
"Jun 03, 2013","1.5321","1.5190","1.5374","1.5187","0.80"
"May 31, 2013","1.5199","1.5229","1.5239","1.5138","-0.22"
"May 30, 2013","1.5233","1.5128","1.5237","1.5109","0.67"
"May 29, 2013","1.5131","1.5040","1.5145","1.5006","0.59"
"May 28, 2013","1.5042","1.5101","1.5133","1.5024","-0.40"
"May 27, 2013","1.5103","1.5124","1.5156","1.5085","-0.16"
"May 24, 2013","1.5127","1.5105","1.5142","1.5063","0.13"
"May 23, 2013","1.5108","1.5047","1.5128","1.5012","0.39"
"May 22, 2013","1.5049","1.5152","1.5172","1.5018","-0.70"
"May 21, 2013","1.5155","1.5254","1.5276","1.5110","-0.66"
"May 20, 2013","1.5255","1.5172","1.5280","1.5156","0.55"
"May 17, 2013","1.5171","1.5269","1.5281","1.5156","-0.65"
"May 16, 2013","1.5271","1.5234","1.5322","1.5196","0.24"
"May 15, 2013","1.5235","1.5208","1.5271","1.5172","0.15"
"May 14, 2013","1.5212","1.5297","1.5330","1.5205","-0.56"
"May 13, 2013","1.5298","1.5340","1.5384","1.5276","-0.44"
"May 10, 2013","1.5365","1.5448","1.5457","1.5312","-0.54"
"May 09, 2013","1.5449","1.5534","1.5586","1.5423","-0.55"
"May 08, 2013","1.5534","1.5483","1.5591","1.5469","0.31"
"May 07, 2013","1.5486","1.5541","1.5550","1.5446","-0.36"
"May 06, 2013","1.5542","1.5570","1.5598","1.5519","-0.20"
"May 03, 2013","1.5573","1.5533","1.5601","1.5480","0.24"
"May 02, 2013","1.5535","1.5552","1.5590","1.5495","-0.13"
"May 01, 2013","1.5555","1.5532","1.5604","1.5524","0.14"
"Apr 30, 2013","1.5533","1.5498","1.5566","1.5468","0.21"
"Apr 29, 2013","1.5501","1.5483","1.5546","1.5474","0.14"
"Apr 26, 2013","1.5479","1.5431","1.5497","1.5417","0.30"
"Apr 25, 2013","1.5433","1.5265","1.5480","1.5262","1.08"
"Apr 24, 2013","1.5268","1.5237","1.5287","1.5224","0.20"
"Apr 23, 2013","1.5238","1.5291","1.5297","1.5196","-0.36"
"Apr 22, 2013","1.5293","1.5232","1.5293","1.5203","0.40"
"Apr 19, 2013","1.5232","1.5279","1.5367","1.5222","-0.31"
"Apr 18, 2013","1.5280","1.5236","1.5312","1.5216","0.28"
"Apr 17, 2013","1.5238","1.5360","1.5375","1.5215","-0.81"
"Apr 16, 2013","1.5362","1.5284","1.5379","1.5271","0.50"
"Apr 15, 2013","1.5285","1.5345","1.5384","1.5268","-0.37"
"Apr 12, 2013","1.5342","1.5384","1.5409","1.5338","-0.27"
"Apr 11, 2013","1.5384","1.5331","1.5411","1.5316","0.35"
"Apr 10, 2013","1.5331","1.5321","1.5343","1.5291","0.06"
"Apr 09, 2013","1.5322","1.5256","1.5341","1.5247","0.45"
"Apr 08, 2013","1.5254","1.5304","1.5350","1.5237","-0.53"
"Apr 05, 2013","1.5335","1.5234","1.5362","1.5197","0.66"
"Apr 04, 2013","1.5235","1.5127","1.5245","1.5032","0.71"
"Apr 03, 2013","1.5128","1.5102","1.5158","1.5073","0.16"
"Apr 02, 2013","1.5104","1.5227","1.5258","1.5097","-0.82"
"Apr 01, 2013","1.5229","1.5205","1.5241","1.5176","0.17"
"Mar 29, 2013","1.5203","1.5192","1.5218","1.5175","0.07"
"Mar 28, 2013","1.5193","1.5128","1.5201","1.5111","0.41"
"Mar 27, 2013","1.5131","1.5157","1.5181","1.5092","-0.18"
"Mar 26, 2013","1.5159","1.5174","1.5207","1.5133","-0.10"
"Mar 25, 2013","1.5174","1.5230","1.5267","1.5141","-0.37"
"Mar 22, 2013","1.5231","1.5170","1.5247","1.5164","0.38"
"Mar 21, 2013","1.5173","1.5097","1.5209","1.5086","0.50"
"Mar 20, 2013","1.5097","1.5098","1.5185","1.5025","-0.01"
"Mar 19, 2013","1.5099","1.5104","1.5144","1.5070","-0.05"
"Mar 18, 2013","1.5106","1.5112","1.5143","1.5071","-0.07"
"Mar 15, 2013","1.5116","1.5081","1.5176","1.5066","0.23"
"Mar 14, 2013","1.5082","1.4920","1.5118","1.4909","1.07"
"Mar 13, 2013","1.4922","1.4900","1.4981","1.4890","0.12"
"Mar 12, 2013","1.4904","1.4915","1.4919","1.4829","-0.07"
"Mar 11, 2013","1.4914","1.4915","1.4943","1.4863","-0.02"
"Mar 08, 2013","1.4917","1.5012","1.5047","1.4885","-0.65"
"Mar 07, 2013","1.5014","1.5016","1.5080","1.4965","-0.03"
"Mar 06, 2013","1.5018","1.5125","1.5153","1.5014","-0.72"
"Mar 05, 2013","1.5127","1.5114","1.5199","1.5092","0.08"
"Mar 04, 2013","1.5115","1.5030","1.5116","1.4998","0.51"
"Mar 01, 2013","1.5038","1.5160","1.5185","1.4984","-0.82"
"Feb 28, 2013","1.5162","1.5156","1.5219","1.5147","0.02"
"Feb 27, 2013","1.5159","1.5123","1.5187","1.5078","0.23"
"Feb 26, 2013","1.5124","1.5161","1.5218","1.5112","-0.26"
"Feb 25, 2013","1.5163","1.5133","1.5199","1.5070","0.00"
"Feb 22, 2013","1.5163","1.5253","1.5319","1.5160","-0.60"
"Feb 21, 2013","1.5254","1.5232","1.5273","1.5134","0.13"
"Feb 20, 2013","1.5234","1.5423","1.5450","1.5191","-1.23"
"Feb 19, 2013","1.5424","1.5464","1.5503","1.5413","-0.27"
"Feb 18, 2013","1.5466","1.5517","1.5518","1.5436","-0.34"
"Feb 15, 2013","1.5518","1.5494","1.5549","1.5461","0.15"
"Feb 14, 2013","1.5494","1.5541","1.5542","1.5472","-0.32"
"Feb 13, 2013","1.5543","1.5663","1.5688","1.5521","-0.77"
"Feb 12, 2013","1.5663","1.5656","1.5670","1.5571","0.03"
"Feb 11, 2013","1.5659","1.5791","1.5810","1.5650","-0.88"
"Feb 08, 2013","1.5798","1.5715","1.5844","1.5703","0.52"
"Feb 07, 2013","1.5716","1.5658","1.5767","1.5643","0.34"
"Feb 06, 2013","1.5662","1.5658","1.5678","1.5629","0.03"
